date,ME1,ME2,ME3,ME4,ME5,ME6,ME7,ME8,ME9,ME10
1947-08,0.0571986275238143,0.0706135540083204,0.0306975201394796,0.0408520995151966,0.0280005140047879,0.0424077848391124,0.0344964419195952,0.0295008998864929,0.0285879151257829,0.0219234750386696
1947-09,0.0602576684903726,0.0512815706227436,0.0327161862965044,0.0347708304463202,0.0275435972784414,0.0326294164871211,0.0525173199062996,0.0527050750927481,0.0484943613225318,0.0255124808317726
1947-10,0.0611612283702269,0.0445369130278533,0.0185605199045045,0.0383096950767419,0.0500519445313083,0.0227861831904192,0.0320634813685989,0.0428914408096192,0.0318143525223517,0.0193544130234417
1947-11,0.0286180432437613,0.0303681438008276,0.0194255719495721,0.0239826129242745,0.0245615403787666,0.0217513029539097,0.0286664716866054,0.0361014484464188,0.0340908771937253,0.0262283565649966
1947-12,0.0091843835830048,0.0367947007394683,0.0278731365242736,0.0318497850811111,0.0248045126833721,0.0204567828123548,0.0327447321147751,0.0253937792650109,0.0296826544631008,0.0230618774344015
1948-01,0.0693092793823531,0.0464485191757368,0.0476531387863446,0.041166855884354,0.0407589244002296,0.0342147844760137,0.0377342505889809,0.0347770289472655,0.0269591563148919,0.0119552471063927
1948-02,0.0436163819419567,0.0264994467653971,0.0277357159018072,0.025189954894102,0.0247982201001572,0.0334405434030785,0.0271283802892621,0.0200591099510476,0.0303230524735061,0.015231844764124
1948-03,0.0751638467777124,0.0496866721686187,0.0339103948760673,0.0413590570662809,0.0454202723444876,0.0465685727261872,0.050747713819953,0.0436834132261838,0.0568850078984844,0.032775712485573
1948-04,0.0970614118418062,0.0732739306038243,0.0443557507508471,0.0626108449263716,0.0351851522807396,0.0543135041228465,0.074363068313496,0.0535421197515833,0.0479022418540526,0.0272140703423459
1948-05,0.1376233491426025,0.086971118796259,0.0567485752445092,0.0569242614716098,0.0457509792450149,0.0683149010418349,0.0668852475146841,0.0459983619485016,0.0504586463462026,0.0306304568673668
1948-06,0.0476377444992028,0.0422046216073473,0.0516225201212552,0.0442246641185748,0.0282897265041403,0.0112763354077271,0.0241388204684698,0.024190796240597,0.0188803370656623,0.025846345652282
1948-07,0.0327514920991681,0.0277849161229089,0.0257340908480037,0.0315141735144648,0.0383328900055397,0.0440614087686136,0.0353165709717491,0.0293859569818422,0.0208302806246222,0.016448905788258
1948-08,0.0468003455172242,0.0372126627493705,0.0149742445554604,0.0270544103632032,0.0399014471651641,0.0173723687692563,0.0184131595021507,0.0395941735126358,0.0142298985177426,0.0278756185457112
1948-09,0.053983177642872,0.0514683918987388,0.0417718000232817,0.042941417736064,0.036183751480178,0.0304552461101998,0.0247018360314783,0.0256088178100568,0.0290330681753546,0.0210783953246624
1948-10,0.066922608654061,0.039235504492694,0.0298844975899865,0.0195947623504966,0.0249554345223262,0.0256181026851056,0.0309126231094414,0.0307312215241677,0.0227282065413347,0.018967883237408
1948-11,0.0466813383272656,0.0532092656624742,0.059816728560768,0.0468722133077564,0.0410431311021271,0.0358684695397244,0.0396780559236334,0.0333504736704925,0.0295963680060998,0.0265723668515139
1948-12,0.0569184748946412,0.0569872747740711,0.032915796427458,0.0357280634575787,0.0324043269239855,0.0291094128313554,0.0472484414088907,0.0365521372601119,0.0485839285329197,0.0442050739947605
1949-01,0.098740821166227,0.076669027796847,0.0717480758083341,0.0556953931850677,0.0701683840776578,0.0729776690020316,0.0854720469920986,0.0641452411751935,0.0573513464503505,0.0649606525980349
1949-02,0.0500701839369024,0.0317007134490023,0.0245171575249961,0.0414500083975656,0.0315665344499702,0.0342219778858157,0.0515336569933251,0.0306113421535863,0.0315037939553783,0.0275038417474345
1949-03,0.0465416255785127,0.0553259489152379,0.0543878488204762,0.0442776998135726,0.0271935534552137,0.0556143023870715,0.042677910693777,0.0389164348128642,0.031295621360514,0.0444142219813903
1949-04,0.022971705559984,0.0579284237461534,0.0451491515780314,0.0498387892639835,0.0438708493849571,0.0335234796312605,0.0406107107065645,0.0379154935146817,0.037647433334459,0.0244925492762075
1949-05,0.040731872083381,0.033449179752142,0.0261733094680696,0.0417256568897099,0.0570434581257008,0.0525612673655476,0.0465418885909521,0.0277731180015214,0.0422802833964333,0.0224632048726338
1949-06,0.0739420099820656,0.0859724327266952,0.0593978928620849,0.055449811039324,0.043564948770445,0.0529693464080812,0.0352823088731558,0.0357255731483239,0.0264957922669584,0.017774831362595
1949-07,0.0591111643148591,0.0285859945613957,0.0248888543558024,0.0295795608781969,0.0211843951886455,0.0359029906819222,0.0293921677923705,0.0231520899621185,0.0273758966728775,0.0114974662030322
1949-08,0.0387936666255224,0.0538020261999488,0.023893879381323,0.0414323754650867,0.0403996592683908,0.0364305508921279,0.0410250156610633,0.0448987526837037,0.0337049539007873,0.0508287308621856
1949-09,0.0245635092315539,0.025566166359717,0.0265524661755386,0.0447058728252003,0.035093498665327,0.0159755612559292,0.0270231656598121,0.0231658450818435,0.0288091695894891,0.0221853409997196
1949-10,0.0913065664808384,0.0393150964139681,0.0257707683179049,0.0292750069901861,0.0209162511513662,0.0253826154255753,0.0153112377768638,0.0277391041578103,0.0228680529291108,0.0329495797765774
1949-11,0.0280407218760928,0.0215177696458751,0.0398274953273432,0.0295151744873229,0.0250030739877126,0.0220300206757108,0.0157493767695866,0.0165459101683512,0.0030186796445328,0.0100943695856096
1949-12,0.0607311526000914,0.0348226092820862,0.0310032736531967,0.0550103026477826,0.0320017554057129,0.0266645427240958,0.0294928540597815,0.0254199836206011,0.0221284936342153,0.0148648511940224
1950-01,0.0987572805216393,0.0547075189132809,0.0303527302320199,0.021952903388719,0.0333082503496197,0.0269845311670488,0.0226208225774567,0.0313202974214481,0.0327402761827419,0.025636121181499
1950-02,0.067044906777601,0.0448402999696911,0.0382464412063204,0.0205827558745102,0.024366907542834,0.0323036705730921,0.0263648926239434,0.0249017481640295,0.0299706552318571,0.0201651649162057
1950-03,0.0424413539007516,0.0446975881965881,0.0382423975556572,0.035468993520028,0.0337722174951942,0.0353878856004435,0.0228071439840882,0.0323125091898689,0.0341490476581668,0.0148958324580126
1950-04,0.0433368239495389,0.0214333363885803,0.0257534237423331,0.0356099666081425,0.0343056252170579,0.0291541842366815,0.0316691559216996,0.0213244127055684,0.0177442523182553,0.0197029139476676
1950-05,0.0453745324226,0.0316970385215529,0.0294737715203141,0.0276526426636639,0.0423390452996764,0.0286826295126835,0.0211618598078743,0.0258354233180245,0.0319988656775874,0.0258690139635447
1950-06,0.0246992877173796,0.0326806898115024,0.0378369125565187,0.0300770457794871,0.0294009835444436,0.0361762468237794,0.0337041867073913,0.0220428261880637,0.0405483262333788,0.0215909984995564
1950-07,0.0515532404141651,0.0508113714488153,0.0405794747233633,0.0421788503063275,0.0374060496470384,0.0371372753297639,0.0332657620265164,0.035903243603312,0.0401626764538386,0.0272938137365436
1950-08,0.062578118588399,0.0487123281589285,0.0521479130697721,0.0550902913186171,0.0407945038165315,0.048223679587293,0.0344400265770001,0.0389795035100204,0.0263556355545195,0.0364647593989655
1950-09,0.0667934689830543,0.0546159034057496,0.0481854647890342,0.0400065172895418,0.0340010315084038,0.0415997024251199,0.0480265930493115,0.0331794965172589,0.0462736763937098,0.0245819563423195
1950-10,0.0288634143593022,0.0481853225447322,0.048479378342692,0.041408578292985,0.0325597187400003,0.0542482238868183,0.0312887446316433,0.0257608260072119,0.0301679349078633,0.0237619600452373
1950-11,0.0299015809505805,0.0263815424291005,0.029671388782307,0.0289649877479471,0.0284519625978677,0.0312970809539224,0.0337440110296876,0.0488806144861083,0.046102512289284,0.0223966095016626
1950-12,0.0306713134295687,0.0143933782302801,0.0375348176203026,0.0188082841495947,0.0241055999090027,0.0247407494388662,0.0275305784701466,0.0526580361351664,0.0214620113856246,0.0194651424182968
1951-01,0.0438000602174632,0.0332576584121171,0.0279616441183742,0.0376935590412484,0.0322413347714769,0.0190958042663906,0.0321201375554014,0.0329513601528973,0.0204661545456541,0.0220835945396244
