date,ME1,ME2,ME3,ME4,ME5,ME6,ME7,ME8,ME9,ME10
1947-08,0.0700760726921432,0.0496946555336363,0.1126640675638575,0.058125323281773,-0.0208800730297673,0.0563219364437925,-0.0445564564792781,0.0078424253941231,-0.0024983222581231,-0.0084741437921943
1947-09,0.0768102795981312,-0.0321021047257612,-0.0182180936791823,-0.0112177980407891,-0.0487425240636711,-0.0521734858041887,-0.0615841728911473,-0.0119377707090427,-0.0542445021282076,0.0371696475585793
1947-10,0.0725178597011359,0.0829305016676159,0.0199392146279954,0.003870008134839,0.0409501238448404,-0.0031894310359983,0.0293192023147048,0.0434797406158337,0.0195229928910472,0.0170523165725344
1947-11,-0.0229969430363625,0.0492395275027945,0.015859177873476,-0.0045490232593045,0.0208939667274788,-0.0326518631971103,0.0235127414005363,0.0252733756760872,0.011526025884357,0.0344906948592467
1947-12,0.0256811930424574,0.0011277946941208,-0.0269646973200317,0.0037681175294267,-0.0248628971243374,0.0033236789663838,0.0169162491366532,0.0133136360832552,-0.0092514830213692,0.0142727939208774
1948-01,0.0386718995755091,0.0147763633542355,0.0273065991877249,0.0338793126435687,0.0081942888637453,0.0280899191678565,0.0712892644137661,0.0308813090322778,0.0292113432987679,0.0313819926128034
1948-02,0.0729228623197869,0.0640703503764903,0.0594269120838146,0.0787006598971386,0.0606249517009751,0.0386082599405857,0.0565067070168982,0.0279725678275517,0.0555811643100542,0.032204606151213
1948-03,0.0304315443995842,0.0489721034605335,0.0142186086757019,0.0066990625136432,-0.0135254312871568,-0.0157368321797382,-0.025133392812551,-0.0300982115531323,-0.0350275169642057,-0.0023872475621908
1948-04,0.010596075346638,0.0218920055212655,0.0575281114575515,-0.0108712490351878,0.0560928558009363,0.0666949534773252,0.0217448694880497,0.0370023017542376,0.028845969237908,0.0153765459275513
1948-05,0.1750773409850668,0.1472559833735087,0.0357493649066042,0.0772199500847285,0.0669995949935542,0.098878699159393,0.0181151665105825,0.0365108700545511,0.0373607543601202,0.0326143580225723
1948-06,0.0257928220130677,0.0034031761562927,-0.0313615707406419,-0.0042522447924273,-0.0290435300954968,0.0153367910900546,-0.0046170611338947,-0.0144252028204333,-0.0389709636730532,0.02902374076706
1948-07,-0.0232413053869985,-0.030597871859676,-0.0401591693914895,0.0180515897466665,-0.0037624983326249,-0.0370664822910979,-0.0060163006415182,0.0024794938961472,-0.0189038172590994,0.0508029973524314
1948-08,0.008335106751791,0.0437854040785738,-0.0157762542781688,-0.0224992432046669,0.0386690417239823,-0.0788030038340625,-0.0020306831343556,-0.012642972215957,0.017560616161278,0.0356426975744083
1948-09,0.0655656496465912,0.0177209443312982,0.0044748001213117,0.0271093477471433,0.0178727585687659,-0.0229179120431593,0.0187187024812085,0.0132351514429903,-0.0143259413261906,0.0380007719677296
1948-10,0.052078651396572,0.0312470217912124,0.0537130350314246,0.0557319923810587,0.0372456070933058,0.0188907809100517,0.0297452421717725,0.027269765737165,0.0404340577895373,0.0090605207830923
1948-11,0.0102869196618541,0.0027339132472072,-0.0129173645315304,0.0094617224361838,0.0381124599287891,-0.0040920152350291,0.029994265821281,0.0086642066580191,0.0273706201093791,-0.0090441912596477
1948-12,0.1056356207039619,0.003860434029441,0.066712241841432,0.085958629216147,0.0658292173586396,0.0638318108994179,0.0559636833599568,0.0361396899185143,0.0731002020795204,0.0338242392058122
1949-01,-0.0161693153995009,-0.034874690002927,-0.1045182604327839,-0.0379351788964963,0.0134569941252733,-0.0613632947518121,-0.0341643156905124,-0.0310850463742728,-0.0441296728756947,-0.0339994649472719
1949-02,0.0873902917892669,0.1129888372873302,0.0341614645740647,0.0150520474639219,0.0232683698776483,0.1294388958967259,0.0313416010233213,0.0301468265589794,0.0551844569241315,0.0433010132006716
1949-03,0.0096790253883083,0.1316208225040314,0.1121364371361646,0.0944491293112176,0.0560946216233613,0.0431487696729048,0.0736439335565903,-0.0020870473381755,0.0495704120516088,0.0241975012577363
1949-04,-0.0316230496077893,-0.0349649503890541,-0.105679088479509,-0.0419543316450183,-0.0550449540656178,-0.0172208463631788,-0.0329511451369659,-0.0100860745252917,-0.0071438868801682,-0.0165034008296074
1949-05,0.100943115385169,0.0724280978691726,0.0379465001092722,0.065165236671232,0.0871441406290487,0.0508465301804888,0.0504043665990579,0.0651787705295983,0.0186525009828922,0.0454377054876289
1949-06,-0.0363664515545069,0.0130534570289643,-0.0565315931054093,-0.0188266778952016,-0.0317512158128398,0.0185722304202565,-0.0300534662770185,-0.020805769937337,0.0083527061167848,-0.0282558585265647
1949-07,-0.0369838771214218,0.1175746050133578,0.1177918084872954,0.0892734130629089,0.0398062873279363,0.1059561101625567,0.0605187560039623,0.0251984009225534,0.02932775004238,0.0004230798316351
1949-08,0.0646805108858848,0.1098067708752037,0.0850032191211654,0.0628472995420681,0.0301753491965741,-0.0025481242719937,0.0179635355517504,0.0193969556753165,0.0270201842697479,0.0350590319472001
1949-09,0.066316490001674,-0.0351421100836934,-0.0063709392875684,0.0046209966592937,0.0180417815128541,-0.0302700113561616,0.032370568172432,0.0261223811738396,-0.0067816493683371,0.0113929544377491
1949-10,0.0110648369833224,-0.0061212223886897,-0.0353601975287084,-0.0110953634609975,-0.0536128564699324,-0.011233508810053,0.0379841691695858,-0.0007839161380792,0.0026193299479622,0.0270383266593322
1949-11,0.0364805632685122,0.0380608655010512,0.0131443466958888,0.0273884159830194,0.0331615946036347,-0.0174907785882624,0.0406951745968069,0.0065147080281212,0.0203120570358315,0.0378864192986926
1949-12,0.1236301215483612,0.0446417935877574,0.0312525202683335,0.0128752865923737,0.0293986080424884,-0.0282626205973732,0.017396851363952,-0.0133427119212748,0.0126995607277768,0.0592338904363342
1950-01,0.1208132162486581,0.0308981466149584,0.0198341042647853,-0.0063560171137204,0.0329945691105548,-0.002385211330255,0.0161536901926556,0.0041088570960358,-0.0021222469615418,-0.0013898972500597
1950-02,0.0945455832572095,0.0648886389824057,0.0372259531442346,0.0422685952263461,0.0541026667873103,0.1108595138950259,0.0761950712792739,0.0430605188873265,0.0261644909921971,0.0258309780145246
1950-03,0.0705343104026004,0.0177818187356272,0.0446268896966254,0.0485987452026594,0.050115307971673,0.0459396607781537,0.0569584360960517,0.034473995183041,0.0190126113848675,0.0205061584396678
1950-04,0.0355376430265036,0.0550993755589925,0.0375729085897061,0.006373192858854,0.0449360491092727,0.0371567560987362,0.0552902293302236,0.0132330374238179,0.0139389138436996,0.0020812836374965
1950-05,0.0523072528596192,0.0613116922775773,0.0776778672929102,0.0520134988016251,0.0517648636643593,0.0640922268672827,0.0319279870702034,0.0281485830158831,0.008698370542174,0.017134113535349
1950-06,0.03350909234465,0.1102779132847874,0.1077779496180556,0.0290038223497601,0.0539657033987298,0.0690542370269728,0.05311181930202,-0.0015172580218054,0.0151289127867823,0.0070432909924593
1950-07,0.0721370142772532,0.0666628505718115,0.0560378506197142,0.0205997680349885,0.0217161282833146,0.0288936922973872,0.0327747608441662,0.0155002796242842,-0.0029170724109781,0.0199781402710344
1950-08,-0.0121967900894758,0.0070465668590575,-0.0380676782585292,-0.0148426091715633,0.0222480902470517,0.0293786650912913,0.0007925357246586,0.0268127105806311,-0.0121489404714717,-0.0040156322444398
1950-09,0.1339906435367687,0.0693038542037955,0.0285400471544345,0.0649994725021896,0.0049360697217287,0.0416794726799776,0.0479009173733225,0.0688909924908111,0.0052425627521171,0.0039152592027232
