month  ;    ME1;    ME2;    ME3;    ME4;    ME5;    ME6;    ME7;    ME8;    ME9;   ME10
1960-12;  0.021; 0.0278; 0.0455; 0.0233; 0.0353; 0.0359; 0.0467; 0.0499; 0.0504; 0.0502
1961-01; 0.0935; 0.0843;  0.086; 0.0796;   0.08; 0.0876; 0.0827; 0.0812; 0.0606; 0.0595
1961-02; 0.0579; 0.0593; 0.0787; 0.0759; 0.0697; 0.0572; 0.0663; 0.0501; 0.0502; 0.0273
1961-03; 0.0616; 0.0639;  0.085; 0.0515; 0.0475; 0.0496; 0.0536; 0.0445; 0.0241; 0.0259
1961-04;  0.034; 0.0068; 0.0217;  0.022;-0.0049; 0.0028;   0.01;-0.0033;      0; 0.0054
1961-05; 0.0483; 0.0334; 0.0462; 0.0395; 0.0549; 0.0463; 0.0278; 0.0394; 0.0304; 0.0208
1961-06; -0.053; -0.049;-0.0495;-0.0503;-0.0527;-0.0429; -0.032;-0.0347;-0.0295;-0.0245
1961-07;-0.0071; 0.0045; 0.0059;  0.007; 0.0159; 0.0103; 0.0088; 0.0219; 0.0273; 0.0358
1961-08; 0.0119; 0.0087; 0.0069; 0.0194; 0.0033; 0.0143; 0.0267; 0.0455; 0.0382; 0.0242
1961-09;-0.0351;-0.0363;-0.0345;-0.0363;-0.0365;-0.0169;-0.0263;-0.0283;-0.0239;-0.0163
1961-10; 0.0204; 0.0236; 0.0156; 0.0126; 0.0179; 0.0219; 0.0252; 0.0309; 0.0306; 0.0279
1961-11; 0.0432; 0.0595; 0.0595; 0.0573; 0.0522; 0.0458; 0.0461; 0.0357; 0.0382; 0.0487
1961-12;-0.0049; 0.0083;-0.0102;-0.0034; 0.0025;-0.0036;-0.0117;-0.0189;-0.0117; 0.0059
1962-01; 0.0417;  0.008; 0.0101;-0.0079;-0.0123;-0.0267;-0.0189;-0.0265;-0.0177;-0.0448
1962-02; 0.0244; 0.0127; 0.0115; 0.0132; 0.0064; 0.0176; 0.0202; 0.0128; 0.0114; 0.0234
1962-03;-0.0085; 0.0141;-0.0096;-0.0057;-0.0096;-0.0022;-0.0131;-0.0116;-0.0004;-0.0048
1962-04;-0.0719;-0.0714;-0.0696;-0.0725;  -0.07;-0.0533;-0.0664;-0.0681;-0.0674; -0.062
1962-05;-0.1124;-0.0946;-0.0994;   -0.1;-0.1015;-0.1096;-0.0919;-0.0959;-0.0834; -0.079
1962-06;-0.0822; -0.071;-0.0894;-0.0679;-0.0799;-0.0727;-0.0856;-0.0904;-0.0727;-0.0847
1962-07; 0.0746; 0.0733; 0.0778; 0.0648; 0.0656; 0.0517; 0.0592; 0.0574; 0.0601; 0.0681
1962-08; 0.0337;  0.026; 0.0367; 0.0297;  0.037; 0.0218; 0.0344; 0.0214; 0.0279;  0.021
1962-09;-0.0597;-0.0763;-0.0718;-0.0728;-0.0701;-0.0613;-0.0516;-0.0522;-0.0578;-0.0451
1962-10;-0.0355;-0.0457;-0.0264;-0.0386;-0.0287;-0.0128;-0.0175;-0.0098;-0.0063; 0.0127
1962-11; 0.1326; 0.1489; 0.1492; 0.1461; 0.1354; 0.1351; 0.1303; 0.1319; 0.1301; 0.1014
1962-12;-0.0117;-0.0272;-0.0181;-0.0247;-0.0245;-0.0065;-0.0004; 0.0123; 0.0133; 0.0189
1963-01; 0.1063; 0.1113; 0.0932; 0.0777; 0.0838; 0.0615; 0.0651; 0.0557; 0.0507; 0.0463
1963-02; -0.004; 0.0019;-0.0144;-0.0207;-0.0118; -0.017;-0.0195;-0.0151;-0.0166;-0.0249
1963-03; 0.0204; 0.0126; 0.0218; 0.0177; 0.0172; 0.0153; 0.0168; 0.0295; 0.0313; 0.0386
1963-04; 0.0312;  0.028; 0.0546; 0.0325; 0.0374; 0.0367; 0.0402; 0.0481; 0.0455; 0.0498
1963-05; 0.0647; 0.0408;  0.039; 0.0318; 0.0386; 0.0357;  0.026;  0.019; 0.0305; 0.0162
1963-06;-0.0174;-0.0102;-0.0148; -0.021;-0.0195;-0.0128;-0.0205;-0.0147;-0.0118;-0.0199
