month  ;     ME1;     ME2;     ME3;     ME4;     ME5;     ME6;     ME7;     ME8;     ME9;    ME10
1949-03;0.117978;0.132592;0.157242;0.153791; 0.13263;0.131778;0.014501;0.064026;0.064541;0.030921
1949-04;0.085839;0.226643;0.215368;       0;0.129611;       0;       0;0.005928;0.219068;0.117544
1949-05;0.126269;0.084365;0.118331;0.125456;0.115872;0.156196;0.077749;0.063492; 0.03291;0.099362
1949-06;0.120565;0.055901;0.124284;0.132585;0.021494;  0.1243;0.075587; 0.10086;0.115193;0.129231
1949-07;0.038121;0.125969;0.108456;0.114599;0.204488;0.125584;0.076079;0.048513;0.067803;0.090388
1949-08;0.039694;0.120745; 0.30706;0.103416;0.013769;0.077838;0.126063; 0.04534;0.130276;  0.0358
1949-09;0.038616;0.141899;0.156936;0.172348;0.167854;0.045114;0.092153;0.084735;0.061093;0.039251
1949-10;0.389115;       0;       0;0.060775;0.109889;0.163551;0.100564;0.104627;0.064211;0.007268
1949-11;0.273925;       0;0.092675;0.029324;0.127321;0.063381;0.112134;0.106807;0.075385;0.119049
1949-12;0.131772;0.119696;0.150877;0.070137;0.158345;0.028284;0.019172;0.138434; 0.08571;0.097571
1950-01;0.079739; 0.14713;0.087357;0.133044;0.069801;0.115618;0.102438;0.090218;0.103209;0.071445
1950-02;0.072337;0.010468;0.060231;0.152381;0.090321;0.177299;0.116983;0.127121;0.069297;0.123562
1950-03;0.124856;0.141027;0.108038;0.122524;0.102684;0.073513;0.063273;0.069404;0.099867;0.094814
1950-04; 0.04693;0.078038;0.060741;0.126371;0.090973; 0.09147;0.127859; 0.17109;0.111911;0.094618
1950-05;0.093451;0.102332;0.124907;0.091965;0.142648;0.091075;0.069805;0.091848;0.096496;0.095474
1950-06;0.130281;0.139996;0.162334; 0.08359;0.114299;0.082278;0.083309;0.064342;0.073556;0.066015
1950-07;0.091577;0.088253;0.097538;0.105109;0.120662;0.126481;0.102798;0.105912;0.083072;0.078599
1950-08;0.122512;0.064771;0.083766;0.098137;0.135817;0.115674;0.136762;0.120252;0.078947;0.043363
1950-09;0.134015;0.072678;0.103046;0.113422;0.091117; 0.07135;0.106111;0.141196;0.079314; 0.08775
1950-10;0.045388; 0.14175; 0.11809;0.158318; 0.11199;0.089874;0.134188;0.112498;0.022452;0.065451
1950-11;0.064795;0.070314;0.078204;0.068341;0.136029;0.086285;0.108808; 0.13498;0.106476;0.145767
1950-12;0.076928;0.123575;0.080212;0.120506;0.086096;0.095069;0.097859;0.112087;0.086243;0.121424
1951-01;0.150023;       0;0.148699;0.159969;0.013841;0.063351;0.051195;0.145351;0.133899;0.133672
1951-02;0.147837;  0.0755; 0.08864;0.072176;0.066302;0.082643;0.118845;0.203798;0.071714;0.072544
1951-03;0.089864;0.017084; 0.05788;0.104783;0.179441;0.092888; 0.10356; 0.13658; 0.09767; 0.12025
1951-04;0.058132;0.117409;0.138755;0.117267;0.082375;0.140614;0.095328;0.089575;0.073554;0.086993
1951-05;0.087129;0.203048;0.058304;0.024784;       0;0.069992;0.200379;0.050558;0.134676;0.171129
1951-06;0.169216;0.045493;0.111596;0.088387;0.146775;0.126063;0.059467;0.088197; 0.07193;0.092877
1951-07;0.088703;0.050921;0.115623;0.103415;0.130906;0.146477;0.038592;0.151798; 0.12595;0.047616
1951-08;0.165053;0.059779;0.048118;0.118104;0.064595;0.083951;0.160799;0.096484;0.120844;0.082272
1951-09;0.139661;       0;0.102225;0.091855;0.199025; 0.08169;0.099929;       0;0.169432;0.116184
1951-10; 0.24187;0.152264;0.046428;0.098765;0.103343;0.060174;0.004199;0.068157;0.094821;0.129978
1951-11;0.048433;0.155802;0.082165;0.124785;0.105471;       0;0.102908;0.127557;0.153932;0.098947
1951-12;0.098729;0.118376;0.110827;0.058171;0.118242;0.035995;0.203016;0.085352; 0.09388;0.077415
1952-01;0.127165;       0;0.123142;0.161595;       0;       0;       0; 0.10166;0.236215;0.250223
1952-02;0.121961;0.036051;0.075183;  0.1234;0.154922;0.132169;0.112551;0.071181;0.087273;0.085308
1952-03;0.048973;0.085851;0.101434;0.091195;0.194125; 0.16158;0.136261;0.012929;0.125679;0.041974
1952-04;0.074445;0.158564;0.126631;0.082306;0.053431;0.073565;0.151857;0.103838;0.099756;0.075607
