month  ;gross_ret;  net_ret;turnover;turnover_limited
1957-05; 0.023339; 0.023139;0.808504;             0.2
1957-06; 0.002435; 0.002235; 0.47917;             0.2
1957-07; 0.005828; 0.005628;0.817164;             0.2
1957-08;-0.048069;-0.048269;0.253564;             0.2
1957-09;-0.052349;-0.052549;0.645144;             0.2
1957-10;-0.068481;-0.068681;0.646069;             0.2
1957-11; 0.021933; 0.021733;0.573603;             0.2
1957-12;-0.038717;-0.038917;0.678802;             0.2
1958-01; 0.088232; 0.088032; 0.56104;             0.2
1958-02;-0.006058;-0.006258;0.456433;             0.2
1958-03; 0.037478; 0.037278;0.544757;             0.2
1958-04; 0.032252; 0.032052;0.491861;             0.2
1958-05; 0.029856; 0.029656;0.434345;             0.2
1958-06; 0.030012; 0.029812;0.515354;             0.2
1958-07; 0.054075; 0.053875;0.432338;             0.2
1958-08; 0.033283; 0.033083; 0.45702;             0.2
1958-09; 0.048562; 0.048362;0.778752;             0.2
1958-10; 0.035261; 0.035061;0.654387;             0.2
1958-11; 0.030986; 0.030786;0.757658;             0.2
1958-12; 0.042434; 0.042234;0.900738;             0.2
1959-01; 0.053461; 0.053261;0.659639;             0.2
1959-02; 0.029335; 0.029135;0.466277;             0.2
1959-03; 0.008066; 0.007866;0.931465;             0.2
1959-04; 0.029441; 0.029241; 0.87197;             0.2
1959-05; 0.012141; 0.011941;0.544015;             0.2
1959-06; 0.009133; 0.008933;0.378596;             0.2
1959-07;  0.03161;  0.03141;0.222017;             0.2
1959-08;-0.016322;-0.016522;0.601201;             0.2
1959-09;-0.046516;-0.046716;0.362638;             0.2
1959-10; 0.017627; 0.017427;0.532317;             0.2
1959-11;  0.01362;  0.01342;0.346995;             0.2
1959-12; 0.022579; 0.022379;0.378458;             0.2
1960-01;-0.040286;-0.040486;0.378404;             0.2
1960-02; 0.014896; 0.014696;0.434454;             0.2
1960-03;-0.022951;-0.023151; 0.50718;             0.2
1960-04;-0.021527;-0.021727;0.427071;             0.2
1960-05; 0.033137; 0.032937;0.485674;             0.2
1960-06; 0.021782; 0.021582;0.607934;             0.2
1960-07;-0.021735;-0.021935;0.270158;             0.2
1960-08;  0.03702;  0.03682;0.605273;             0.2
1960-09;-0.061355;-0.061555;0.463122;             0.2
1960-10;-0.022268;-0.022468; 0.55055;             0.2
1960-11; 0.043642; 0.043442;0.403386;             0.2
1960-12; 0.033365; 0.033165;0.523587;             0.2
1961-01; 0.077876; 0.077676;0.584396;             0.2
1961-02; 0.058115; 0.057915;0.604958;             0.2
1961-03; 0.047082; 0.046882;0.607471;             0.2
1961-04; 0.011387; 0.011187;0.661703;             0.2
1961-05; 0.044582; 0.044382;0.421496;             0.2
1961-06;-0.037686;-0.037886;0.735561;             0.2
1961-07; 0.009571; 0.009371;0.433206;             0.2
1961-08; 0.014931; 0.014731;0.536786;             0.2
1961-09;-0.033629;-0.033829;0.696945;             0.2
1961-10; 0.021573; 0.021373;0.581483;             0.2
1961-11; 0.046573; 0.046373;0.325518;             0.2
1961-12;-0.003835;-0.004019;0.183825;        0.183825
1962-01;  0.00764;  0.00744;0.290172;             0.2
1962-02; 0.015771; 0.015571;0.488205;             0.2
1962-03;-0.006083;-0.006283;0.425367;             0.2
1962-04;-0.069449;-0.069649;0.718138;             0.2
1962-05;-0.104692;-0.104892;0.544281;             0.2
1962-06;-0.076488;-0.076688;0.522138;             0.2
1962-07; 0.068244; 0.068044;0.235525;             0.2
1962-08; 0.028208; 0.028008;0.475206;             0.2
1962-09;-0.065787;-0.065987;0.419926;             0.2
1962-10; -0.03264; -0.03284;0.630228;             0.2
1962-11; 0.145475; 0.145275;0.431089;             0.2
1962-12;-0.020766;-0.020966;0.387433;             0.2
1963-01; 0.071483; 0.071283;0.324277;             0.2
1963-02;-0.011466;-0.011666;0.397509;             0.2
1963-03; 0.019024; 0.018824;0.250556;             0.2
1963-04; 0.039502; 0.039302;0.364014;             0.2
1963-05; 0.039869; 0.039669;0.460064;             0.2
1963-06;-0.014211;-0.014411;0.601201;             0.2
1963-07;-0.008729;-0.008907;0.178365;        0.178365
1963-08; 0.049983; 0.049783;0.627661;             0.2
1963-09; -0.01986; -0.02006;       1;             0.2
1963-10; 0.011777; 0.011577;0.960589;             0.2
1963-11; -0.01739; -0.01759;0.255993;             0.2
1963-12; 0.005989; 0.005789;0.653775;             0.2
1964-01; 0.024294; 0.024094;0.602149;             0.2
1964-02; 0.026993; 0.026793; 0.46159;             0.2
1964-03; 0.026567; 0.026367;0.564235;             0.2
1964-04;-0.001283;-0.001483;0.817843;             0.2
1964-05; 0.012497; 0.012297;0.570738;             0.2
1964-06; 0.013515; 0.013315;0.255092;             0.2
1964-07; 0.026936; 0.026736;0.637277;             0.2
1964-08;-0.008885;-0.009085;0.309887;             0.2
1964-09; 0.038426; 0.038226;0.409441;             0.2
1964-10; 0.021396; 0.021196;     0.4;             0.2
1964-11;-0.000635;-0.000835;0.399999;             0.2
1964-12;  -0.0072;  -0.0074;0.446721;             0.2
1965-01; 0.066153; 0.065953;0.579407;             0.2
1965-02; 0.029325; 0.029128;0.197297;        0.197297
1965-03; 0.006422; 0.006314;0.108183;        0.108183
1965-04;  0.04545;  0.04525;0.278897;             0.2
1965-05;-0.006021;-0.006221;0.631218;             0.2
1965-06;-0.081996;-0.082196;0.384148;             0.2
1965-07; 0.027584; 0.027384;0.394369;             0.2
1965-08; 0.040028; 0.039828;0.281867;             0.2
1965-09; 0.034411; 0.034211; 0.41656;             0.2
1965-10; 0.057461; 0.057261;0.730399;             0.2
1965-11; 0.024334; 0.024134; 0.58214;             0.2
1965-12; 0.034451; 0.034251;0.373109;             0.2
1966-01; 0.048035; 0.047835;0.815476;             0.2
1966-02; 0.029169; 0.028969;0.750442;             0.2
1966-03;-0.024226;-0.024426; 0.76255;             0.2
1966-04; 0.051649; 0.051449; 0.71882;             0.2
1966-05;-0.084952;-0.085152;0.465019;             0.2
1966-06;-0.002288;-0.002488;0.510513;             0.2
1966-07;-0.014676;-0.014876;0.755954;             0.2
1966-08;-0.089123;-0.089323;0.912054;             0.2
1966-09;-0.013427;-0.013627;0.598784;             0.2
1966-10; 0.009374; 0.009174; 0.40046;             0.2
1966-11; 0.034209; 0.034009;0.566094;             0.2
1966-12; 0.013402; 0.013202;0.457595;             0.2
1967-01; 0.136731; 0.136531;0.657954;             0.2
1967-02; 0.011684; 0.011484;0.547249;             0.2
1967-03; 0.055709; 0.055509;0.572761;             0.2
1967-04; 0.040349; 0.040149;0.379134;             0.2
1967-05;-0.017547;-0.017747;0.328182;             0.2
1967-06;  0.05326;  0.05306;0.464513;             0.2
1967-07; 0.076809; 0.076609; 0.62995;             0.2
1967-08;-0.001269;-0.001469;0.731466;             0.2
1967-09;   0.0422;    0.042;0.401859;             0.2
1967-10;-0.027471;-0.027671;0.807567;             0.2
1967-11; 0.000247; 0.000047;0.851361;             0.2
1967-12; 0.067656; 0.067474;0.181923;        0.181923
1968-01;-0.002014;-0.002214;0.390608;             0.2
1968-02;-0.055681;-0.055881;0.486637;             0.2
1968-03;-0.005918;-0.006118;0.505837;             0.2
1968-04; 0.120517; 0.120317;0.594955;             0.2
1968-05; 0.046487; 0.046287;0.261479;             0.2
1968-06; 0.002237; 0.002037;0.788024;             0.2
1968-07;-0.032244;-0.032444;0.618541;             0.2
1968-08; 0.022384; 0.022184;0.556052;             0.2
1968-09; 0.064818; 0.064618;0.660353;             0.2
1968-10; 0.006491; 0.006291;0.661204;             0.2
1968-11; 0.080976; 0.080776;0.897269;             0.2
1968-12;-0.026739;-0.026939;0.549456;             0.2
1969-01;-0.008642;-0.008842;0.520888;             0.2
1969-02;-0.079617;-0.079817;0.537473;             0.2
1969-03; 0.025121; 0.024921;0.502053;             0.2
1969-04; 0.012786; 0.012586;0.644639;             0.2
1969-05; 0.003182; 0.002982;0.389163;             0.2
1969-06;-0.096629;-0.096829;0.693249;             0.2
1969-07;-0.083604;-0.083804;0.844844;             0.2
1969-08; 0.057528; 0.057328;0.579744;             0.2
1969-09;  -0.0108;   -0.011; 0.40826;             0.2
1969-10; 0.080619; 0.080419;0.621949;             0.2
1969-11;-0.046845;-0.047045;0.646297;             0.2
1969-12;-0.047236;-0.047436;0.547192;             0.2
1970-01;-0.066513;-0.066713;0.790926;             0.2
1970-02;   0.0468;   0.0466;0.729877;             0.2
1970-03;-0.020792;-0.020992;0.535366;             0.2
1970-04; -0.14968; -0.14988;0.416054;             0.2
1970-05;-0.089547;-0.089747;0.753741;             0.2
1970-06;-0.062709;-0.062909;0.523853;             0.2
1970-07; 0.064495; 0.064295;0.550045;             0.2
1970-08; 0.061435; 0.061267;0.168279;        0.168279
1970-09; 0.115313; 0.115113;0.460965;             0.2
1970-10;-0.041237;-0.041437;0.482364;             0.2
1970-11;   0.0308;   0.0306;0.516436;             0.2
1970-12; 0.089054; 0.088854;0.628834;             0.2
1971-01; 0.113131; 0.112931;0.607987;             0.2
1971-02; 0.023333; 0.023133;0.952834;             0.2
1971-03; 0.047431; 0.047231;0.548312;             0.2
1971-04;  0.03662;  0.03642;0.410464;             0.2
1971-05;-0.040563;-0.040763;       1;             0.2
1971-06;-0.000996;-0.001196;0.332601;             0.2
1971-07;-0.051212;-0.051412;0.668328;             0.2
1971-08; 0.049945; 0.049745;0.441919;             0.2
1971-09;-0.004341;-0.004541;0.426099;             0.2
1971-10; -0.05316; -0.05336;0.674755;             0.2
1971-11;-0.028487;-0.028687; 0.64203;             0.2
1971-12; 0.101512; 0.101312;0.422095;             0.2
1972-01; 0.041574; 0.041374;0.546932;             0.2
1972-02;  0.02964;  0.02944;0.615056;             0.2
1972-03; 0.002809; 0.002609;0.648664;             0.2
1972-04; 0.006232; 0.006032;0.617321;             0.2
1972-05; 0.001971; 0.001771;0.553375;             0.2
1972-06;-0.038809;-0.039009;0.782363;             0.2
1972-07;-0.022204;-0.022404;0.463612;             0.2
1972-08;  0.01022;  0.01002;0.472189;             0.2
1972-09;-0.017979;-0.018179;0.815535;             0.2
1972-10;-0.000545;-0.000745;0.312856;             0.2
1972-11; 0.045279; 0.045079;0.757503;             0.2
1972-12;-0.001713;-0.001913;0.279688;             0.2
1973-01;-0.033095;-0.033295;0.347801;             0.2
1973-02;  -0.0562;  -0.0564;0.362316;             0.2
1973-03;-0.015503;-0.015703;0.386569;             0.2
1973-04; -0.05783; -0.05803;0.303159;             0.2
1973-05;-0.045628;-0.045828;0.446471;             0.2
1973-06;  -0.0253;  -0.0255;0.770462;             0.2
1973-07; 0.086866; 0.086666; 0.67895;             0.2
1973-08;-0.036697;-0.036897;0.741839;             0.2
1973-09; 0.081925; 0.081725;0.357849;             0.2
1973-10;-0.003899;-0.004099; 0.46456;             0.2
1973-11;-0.152027;-0.152227;0.478313;             0.2
1973-12;-0.009161;-0.009361;0.724486;             0.2
1974-01; 0.028603; 0.028403;0.765459;             0.2
1974-02; 0.002066; 0.001866;0.413529;             0.2
1974-03;-0.013182;-0.013382;0.747062;             0.2
1974-04;-0.052093;-0.052293; 0.84749;             0.2
1974-05;-0.054542;-0.054742;0.748734;             0.2
1974-06;-0.034926;-0.035126;0.715468;             0.2
1974-07;-0.061864;-0.062064;0.758787;             0.2
1974-08;-0.083575;-0.083775;0.521886;             0.2
1974-09; -0.08483; -0.08503;0.708143;             0.2
1974-10; 0.129198; 0.128998;0.446783;             0.2
1974-11;-0.039683;-0.039883;0.492306;             0.2
1974-12;-0.058521;-0.058721; 0.47133;             0.2
1975-01; 0.262162; 0.261962; 0.63644;             0.2
